date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:07:41	15926/15926	---MCZ	200	added ('OK')	text/html	etag:W/%22bd0afe6788e68cc87ba1ba557625c192%22	https://www.a2dpcfactory.com/index.html	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/index-2.html	(from https://www.a2dpcfactory.com/)
18:07:41	18525/18525	---M--	200	added ('OK')	image/png	etag:%22855128cb0b868fcc93abbf5c8f3b8a19%22	https://www.a2dpcfactory.com/img/logo.png	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/img/logo.png	(from https://www.a2dpcfactory.com/)
18:07:42	19452/19452	---M--	200	added ('OK')	image/png	etag:%22f36771acbe0c0cbbdaea40394e5892be%22	https://www.a2dpcfactory.com/img/conversation.png	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/img/conversation.png	(from https://www.a2dpcfactory.com/)
18:07:43	22374/22374	---M--	200	added ('OK')	image/png	etag:%22f926a2bde26189bf2fb3ddcd4bd91f79%22	https://www.a2dpcfactory.com/img/customer-support.png	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/img/customer-support.png	(from https://www.a2dpcfactory.com/)
18:07:43	29762/29762	---M--	200	added ('OK')	image/png	etag:%22972d5b5b349007298a8081d5dc761c9d%22	https://www.a2dpcfactory.com/img/delivery-bike.png	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/img/delivery-bike.png	(from https://www.a2dpcfactory.com/)
18:07:44	15719/15719	---MCZ	200	added ('OK')	text/html	etag:W/%2282b108dad032c21a32ad9e45b1ff9275%22	https://www.a2dpcfactory.com/terms.html	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/terms.html	(from https://www.a2dpcfactory.com/)
18:07:45	110837/110837	---M--	200	added ('OK')	image/png	etag:%22880fa619c9edfcf9f587a01095c1ba5a%22	https://www.a2dpcfactory.com/img/Supportticketimage.png	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/img/Supportticketimage.png	(from https://www.a2dpcfactory.com/)
18:07:46	24423/24423	---MCZ	200	added ('OK')	text/html	etag:W/%22d31dbb6ac546311837909f87c78a5dc1%22	https://www.a2dpcfactory.com/setup.html	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/setup.html	(from https://www.a2dpcfactory.com/)
18:07:46	34313/34313	---M--	200	added ('OK')	image/png	etag:%22458e1e3274b49ed700d925fc8036ac75%22	https://www.a2dpcfactory.com/img/package.png	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/img/package.png	(from https://www.a2dpcfactory.com/)
18:08:01	88145/88145	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15851%22	https://code.jquery.com/jquery-3.4.1.min.js	C:/My%20Web%20Sites/Boys/code.jquery.com/jquery-3.4.1.min.js	(from https://www.a2dpcfactory.com/)
18:08:03	79665/79665	---MCZ	200	added ('OK')	application/javascript	etag:W/%2213731-2JYXAt9UqpcPHzAIfI0LH2lnx4Q%22	https://cdn.jsdelivr.net/npm/bootstrap@5.0.0/dist/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/Boys/cdn.jsdelivr.net/npm/bootstrap@5.0.0/dist/js/bootstrap.bundle.min.js	(from https://www.a2dpcfactory.com/)
18:08:04	8159/8159	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ccc5286f6d87963ed8474ff9ed6f146%22	https://www.a2dpcfactory.com/lib/wow/wow.min.js	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/lib/wow/wow.min.js	(from https://www.a2dpcfactory.com/)
18:08:04	2303/2303	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d64116a742887080b3a0abd09e0bdad7%22	https://www.a2dpcfactory.com/lib/easing/easing.min.js	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/lib/easing/easing.min.js	(from https://www.a2dpcfactory.com/)
18:08:04	9028/9028	---MCZ	200	added ('OK')	application/javascript	etag:W/%227d05f92297dede9ecfe3706efb95677a%22	https://www.a2dpcfactory.com/lib/waypoints/waypoints.min.js	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/lib/waypoints/waypoints.min.js	(from https://www.a2dpcfactory.com/)
18:08:05	2406/2406	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d0ce5cfe7008eab4a73260954f06df68%22	https://www.a2dpcfactory.com/lib/counterup/counterup.min.js	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/lib/counterup/counterup.min.js	(from https://www.a2dpcfactory.com/)
18:08:05	42766/42766	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b7b9c97cd68ec336d01a79d5be48c58d%22	https://www.a2dpcfactory.com/lib/owlcarousel/owl.carousel.min.js	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/lib/owlcarousel/owl.carousel.min.js	(from https://www.a2dpcfactory.com/)
18:08:05	326657/326657	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a79a8710a3517e497846aca9179f8d81%22	https://www.a2dpcfactory.com/lib/tempusdominus/js/moment.min.js	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/lib/tempusdominus/js/moment.min.js	(from https://www.a2dpcfactory.com/)
18:08:05	32832/32832	---MCZ	200	added ('OK')	application/javascript	etag:W/%221a771c7f06717ed315ff7e6bad2d7058%22	https://www.a2dpcfactory.com/lib/tempusdominus/js/moment-timezone.min.js	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/lib/tempusdominus/js/moment-timezone.min.js	(from https://www.a2dpcfactory.com/)
18:08:06	56879/56879	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ac4d4d755b70ee1a00f7fc78cc85bc05%22	https://www.a2dpcfactory.com/lib/tempusdominus/js/tempusdominus-bootstrap-4.min.js	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/lib/tempusdominus/js/tempusdominus-bootstrap-4.min.js	(from https://www.a2dpcfactory.com/)
18:08:06	1633/1633	---MCZ	200	added ('OK')	application/javascript	etag:W/%2218b8e4e085e42b45fa798178bbfd2801%22	https://www.a2dpcfactory.com/js/main.js	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/js/main.js	(from https://www.a2dpcfactory.com/)
18:08:06	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2011%20Feb%202025%2012:38:03%20GMT	https://ind-widget.freshworks.com/widgets/1070000001958.js	C:/My%20Web%20Sites/Boys/ind-widget.freshworks.com/widgets/1070000001958.1d.delayed	(from https://www.a2dpcfactory.com/)
18:08:07	9210/9210	---MCZ	200	added ('OK')	application/javascript	etag:W/%22aa5af1c5e83826cbb9d0921670a66383%22	https://ind-widget.freshworks.com/widgetBase/bootstrap.js	C:/My%20Web%20Sites/Boys/ind-widget.freshworks.com/widgetBase/bootstrap.js	(from https://www.a2dpcfactory.com/)
18:08:13	85120/85120	---M--	200	added ('OK')	font/woff2	etag:W/%2214c80-7RZ9M14uDLAKgvLXNn8Fy01lV88%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-icons.woff2?231ce25e89ab5804f9a6c427b8d325c9	C:/My%20Web%20Sites/Boys/cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-iconsfb95.woff2	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
18:08:17	1920362/1920362	---M--	200	added ('OK')	video/mp4	etag:%2244eb5201b3750d0a7fb66223f7a0ccad%22	https://www.a2dpcfactory.com/img/PC.mp4	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/img/PC.mp4	(from https://www.a2dpcfactory.com/)
18:08:29	4976/4976	---M--	200	added ('OK')	image/png	etag:%224a37f8008959c75f619bf0a3a4e2d7a2%22	https://www.a2dpcfactory.com/lib/owlcarousel/assets/owl.video.play.png	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/lib/owlcarousel/assets/owl.video.play.png	(from https://www.a2dpcfactory.com/lib/owlcarousel/assets/owl.carousel.min.css)
18:08:38	1389879/1389879	---M--	200	added ('OK')	image/jpeg	etag:%2282bd4c2ecb9b57876d6a9f96d2998959%22	https://www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_1.jpg	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_1.jpg	(from https://www.a2dpcfactory.com/setup.html)
18:08:38	790991/790991	---M--	200	added ('OK')	image/jpeg	etag:%22144c7f4834edf15273393a1f4961d420%22	https://www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_2.jpg	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_2.jpg	(from https://www.a2dpcfactory.com/setup.html)
18:08:39	879094/879094	---M--	200	added ('OK')	image/jpeg	etag:%22fc5c052684cb2978cf6b68c01bd57c36%22	https://www.a2dpcfactory.com/Tutorial%20Pics/Tuto_pic_4.jpg	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/Tutorial%20Pics/Tuto_pic_4.jpg	(from https://www.a2dpcfactory.com/setup.html)
18:08:39	1031937/1031937	---M--	200	added ('OK')	image/jpeg	etag:%228ad9b6e64f69de5b8df43d9a235ada15%22	https://www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_3.jpg	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_3.jpg	(from https://www.a2dpcfactory.com/setup.html)
18:08:44	1143143/1143143	---M--	200	added ('OK')	image/jpeg	etag:%22fb3752982dba9723c0c47f130bc9379b%22	https://www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_9.jpg	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_9.jpg	(from https://www.a2dpcfactory.com/setup.html)
18:08:44	1123487/1123487	---M--	200	added ('OK')	image/jpeg	etag:%2204cc46b757f1e900e46a82035630aa27%22	https://www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_5.jpg	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_5.jpg	(from https://www.a2dpcfactory.com/setup.html)
18:08:46	1168988/1168988	---M--	200	added ('OK')	image/jpeg	etag:%2236612f7533bb3bd54cb97f0c738321a1%22	https://www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_6.jpg	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_6.jpg	(from https://www.a2dpcfactory.com/setup.html)
18:08:48	1148995/1148995	---M--	200	added ('OK')	image/jpeg	etag:%22e5c06c4d8a36b0e848e63315491c4789%22	https://www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_7.jpg	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_7.jpg	(from https://www.a2dpcfactory.com/setup.html)
18:08:51	1312575/1312575	---M--	200	added ('OK')	image/jpeg	etag:%226d86c6a17eb9064da11a5ac502952b4c%22	https://www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_8.jpg	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_8.jpg	(from https://www.a2dpcfactory.com/setup.html)
18:08:52	1253329/1253329	---M--	200	added ('OK')	image/jpeg	etag:%229668a07b24cb92bc1f420e332ff33678%22	https://www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_10.jpg	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_10.jpg	(from https://www.a2dpcfactory.com/setup.html)
18:08:52	1164278/1164278	---M--	200	added ('OK')	image/jpeg	etag:%22606e7eeaa13e426b6858ccb748e66271%22	https://www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_11.jpg	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_11.jpg	(from https://www.a2dpcfactory.com/setup.html)
18:08:54	1288359/1288359	---M--	200	added ('OK')	image/jpeg	etag:%22d282398aa0e5c24c0ec06f3fc4c1e1a6%22	https://www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_12.jpg	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_12.jpg	(from https://www.a2dpcfactory.com/setup.html)
18:08:54	1095060/1095060	---M--	200	added ('OK')	image/jpeg	etag:%226cad1af46715a40d990f163a07c805a8%22	https://www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_13.jpg	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_13.jpg	(from https://www.a2dpcfactory.com/setup.html)
18:09:01	1396798/1396798	---M--	200	added ('OK')	image/jpeg	etag:%22a01f2aed4fed321f51f06be7d3ca60be%22	https://www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_15.jpg	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_15.jpg	(from https://www.a2dpcfactory.com/setup.html)
18:09:01	1180885/1180885	---M--	200	added ('OK')	image/jpeg	etag:%22c34aeda35c12156f88e90b8008b87fdc%22	https://www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_14.jpg	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_14.jpg	(from https://www.a2dpcfactory.com/setup.html)
18:09:01	1043290/1043290	---M--	200	added ('OK')	image/jpeg	etag:%2234dbd65e54918111eec3220d393f736b%22	https://www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_17.jpg	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_17.jpg	(from https://www.a2dpcfactory.com/setup.html)
18:09:01	1353981/1353981	---M--	200	added ('OK')	image/jpeg	etag:%227d2e61de974ee8d0e3bc76e30d9412fa%22	https://www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_16.jpg	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_16.jpg	(from https://www.a2dpcfactory.com/setup.html)
18:09:04	1073483/1073483	---M--	200	added ('OK')	image/jpeg	etag:%2241465dbb66f5a25b440c1f6189b62688%22	https://www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_18.jpg	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_18.jpg	(from https://www.a2dpcfactory.com/setup.html)
18:09:07	997225/997225	---M--	200	added ('OK')	image/jpeg	etag:%22948c1bb500078b045c5413471e82c3a7%22	https://www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_43.jpg	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_43.jpg	(from https://www.a2dpcfactory.com/setup.html)
18:09:07	909995/909995	---M--	200	added ('OK')	image/jpeg	etag:%2221799d030311c5c7ab7fc70c5c9b8df9%22	https://www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_42.jpg	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_42.jpg	(from https://www.a2dpcfactory.com/setup.html)
18:09:07	1108516/1108516	---M--	200	added ('OK')	image/jpeg	etag:%22e7a8172c416d6d9d5b6016f1f6fc1b2c%22	https://www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_19.jpg	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_19.jpg	(from https://www.a2dpcfactory.com/setup.html)
18:09:08	1047865/1047865	---M--	200	added ('OK')	image/jpeg	etag:%227d33945b45d630af8e9d62f293749a77%22	https://www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_20.jpg	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_20.jpg	(from https://www.a2dpcfactory.com/setup.html)
18:09:16	1051373/1051373	---M--	200	added ('OK')	image/jpeg	etag:%224b9f59d3a8166f968e2d35cbfe80e943%22	https://www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_41.jpg	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_41.jpg	(from https://www.a2dpcfactory.com/setup.html)
18:09:16	867529/867529	---M--	200	added ('OK')	image/jpeg	etag:%22f69e899eecde68346f66cd0a3344c0cd%22	https://www.a2dpcfactory.com/Tutorial%20Pics/Tuto_pic_40.jpg	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/Tutorial%20Pics/Tuto_pic_40.jpg	(from https://www.a2dpcfactory.com/setup.html)
18:09:16	1190622/1190622	---M--	200	added ('OK')	image/jpeg	etag:%2295d47020e0a14bd29fd160d89159682f%22	https://www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_21.jpg	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_21.jpg	(from https://www.a2dpcfactory.com/setup.html)
18:09:16	1004880/1004880	---M--	200	added ('OK')	image/jpeg	etag:%22c3aea763b3156ca4e340d7d73e8533bf%22	https://www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_44.jpg	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_44.jpg	(from https://www.a2dpcfactory.com/setup.html)
18:09:17	387303/387303	---M--	200	added ('OK')	image/jpeg	etag:%2291b6614c14968b67e6d8d332e424c8e2%22	https://www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_45.jpg	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_45.jpg	(from https://www.a2dpcfactory.com/setup.html)
18:09:19	979059/979059	---M--	200	added ('OK')	image/jpeg	etag:%229e76807f353b2937fcb97078fa080419%22	https://www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_34.jpg	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_34.jpg	(from https://www.a2dpcfactory.com/setup.html)
18:09:19	742076/742076	---M--	200	added ('OK')	image/jpeg	etag:%224db14a00986905d9154eac0b6de3f6ec%22	https://www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_22.jpg	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_22.jpg	(from https://www.a2dpcfactory.com/setup.html)
18:09:19	660153/660153	---M--	200	added ('OK')	image/jpeg	etag:%2206114a2df548c1de69522b107ec74458%22	https://www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_23.jpg	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_23.jpg	(from https://www.a2dpcfactory.com/setup.html)
18:09:21	830354/830354	---M--	200	added ('OK')	image/jpeg	etag:%22a95f1e56ed7328fdc111689eec1014f5%22	https://www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_30.jpg	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_30.jpg	(from https://www.a2dpcfactory.com/setup.html)
18:09:23	1023730/1023730	---M--	200	added ('OK')	image/jpeg	etag:%225eb7faf679ce9cdcbf63cc0b353b23ac%22	https://www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_31.jpg	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_31.jpg	(from https://www.a2dpcfactory.com/setup.html)
18:09:23	965431/965431	---M--	200	added ('OK')	image/jpeg	etag:%22476cb7c68fe2bd48e364a072eb48c0e7%22	https://www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_25.jpg	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_25.jpg	(from https://www.a2dpcfactory.com/setup.html)
18:09:23	839990/839990	---M--	200	added ('OK')	image/jpeg	etag:%22bf316c344f122f93e32850c001d66a75%22	https://www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_27.jpg	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_27.jpg	(from https://www.a2dpcfactory.com/setup.html)
18:09:23	762764/762764	---M--	200	added ('OK')	image/jpeg	etag:%225985a4eee3a8d8f2e48b54714e434b49%22	https://www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_46.jpg	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_46.jpg	(from https://www.a2dpcfactory.com/setup.html)
18:09:24	849457/849457	---M--	200	added ('OK')	image/jpeg	etag:%220d27680542f64d245f2b005c1421bac1%22	https://www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_28.jpg	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_28.jpg	(from https://www.a2dpcfactory.com/setup.html)
18:09:25	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
18:09:25	113532/113532	---M--	200	added ('OK')	font/woff	etag:W/%221bb7c-47yt78jTFi+euyu4fJGbVQNZ9TA%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-icons.woff?231ce25e89ab5804f9a6c427b8d325c9	C:/My%20Web%20Sites/Boys/cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-iconsfb95.woff	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
18:09:25	739198/739198	---M--	200	added ('OK')	image/jpeg	etag:%22cf7678dd654a1051d9b3fb0edae48ce8%22	https://www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_36.jpg	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_36.jpg	(from https://www.a2dpcfactory.com/setup.html)
18:09:25	999107/999107	---M--	200	added ('OK')	image/jpeg	etag:%222ff2d18d50b01b2a9164d28301161083%22	https://www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_35.jpg	C:/My%20Web%20Sites/Boys/www.a2dpcfactory.com/Tutorial%20Pics/Tuto_Pic_35.jpg	(from https://www.a2dpcfactory.com/setup.html)
